CUSTOMER_FREQUENCY,MONETARY_VALUE,CLUSTER,CUSTOMER_ID
-1.2510099296156116,-1.260605918153056,1,3730
-1.9476350880105449,-2.194270655224767,1,3751
-1.329327357078176,-1.3944036728017235,1,3809
-0.4012338095022382,-0.13560988474784016,0,1819
-1.8596403914113047,-1.9651945570649447,1,1854
-1.2233842718733448,-1.2252393684584675,1,1857
-1.3165380304829273,-1.598830026253921,1,1986
-1.0471710140511417,-1.3779792278228544,1,2201
-1.1831068710024923,-1.2814740845760233,1,2260
-1.6675068821569554,-1.8398392000862884,1,2578
-1.236632987331858,-0.7395451730149197,1,2650
-0.5424262452507805,-0.5824524476589132,0,2762
-1.897978904167981,-1.2318400283627475,1,2774
-0.616921226661878,-0.2217137552689582,0,2809
-1.2636743923250904,-1.5250728301024512,1,2871
-1.8615445126710395,-1.8310535049867782,1,2906
-1.3706386478826427,-1.8720609818914982,1,3025
-0.7558101463106347,-0.32365061400203227,0,3074
-0.7443239407779096,-0.9188204294643191,1,3136
-0.5079903119051987,-0.6942867012653156,0,3139
-1.749666259028356,-1.4792322168180052,1,3182
-1.5434551416272764,-1.5464547511213511,1,3348
-0.9058422667940256,-0.7987282571640083,1,3417
-1.3898924894739215,-1.4778717461847868,1,3546
-1.7658750329537667,-1.4060790475385854,1,3587
-1.6112530517050108,-1.8450938584616345,1,3590
-1.9566734102003447,-2.24023351878395,1,3603
-1.5390160078954975,-1.6940140230326262,1,3648
-1.769381185427019,-1.4732756138674712,1,3667
-1.4165349236131326,-1.7298266718553128,1,1811
-1.8878914285474948,-1.876142985329219,1,1962
-1.890624866481476,-2.034373293868434,1,2118
-1.1504277237712974,-1.1756354086329137,1,2139
-1.8380544146632305,-1.6940722068740857,1,2164
-1.1669411316591038,-0.9353492385287937,1,2295
-1.3612344257491442,-1.5020286079777363,1,2442
-1.8267859259567967,-1.8346519628462512,1,2548
-1.4893167894709107,-1.3225291094978358,1,2653
-0.1270210567361158,-0.3152493333206898,0,2655
-1.4850822289985,-1.6075849054843014,1,2771
-1.8934606970416479,-2.0335809341606828,1,2995
-1.151540051120421,-1.2760026130874917,1,3060
-1.7251142880089672,-1.3224746895400732,1,3091
-1.5363086451023478,-0.8221914865742724,1,3154
-2.0306259014863413,-1.2699886626350008,1,3187
-2.072250941952844,-1.7466264324070087,1,3243
-1.3519754188308453,-1.6942962499536305,1,3375
-0.9224042210822417,-0.6218671782716741,1,3820
-1.7404562224964961,-1.4274676062758649,1,3824
-1.2902983830720058,-1.4243522728042002,1,1804
-0.990460338652111,-0.6780180562486978,1,1874
-0.25899137235094966,0.0359652055569441,0,1929
-1.481826652268847,-0.8950304647066047,1,2122
-0.960663660444364,-1.1942688698695356,1,2180
-1.4635859252957233,-2.002560110538787,1,2337
-0.9375894927317676,-1.0881262162433034,1,2652
-1.2961025398266564,-1.227437082652071,1,2746
-1.793420345343391,-1.899907606547162,1,2843
-1.4898134891047965,-1.3941513905711351,1,2878
-1.4742146190832217,-1.1100561689737887,1,2958
-2.0347050710788386,-2.0304938310913094,1,2975
-1.8889376140759728,-1.7268804571227168,1,2981
-1.7560712039872024,-1.8448643252245205,1,3040
-0.9600177177279969,-0.8907264916432304,1,3115
-1.964567606088787,-1.9439624143648604,1,3208
-0.9404024280463322,-1.5348594012814456,1,3223
-1.7933631072293708,-1.9893421693093238,1,3519
-1.6860689905406507,-1.7690175682802478,1,3574
-1.338471887768435,-1.6486973450824414,1,3608
-1.4379716572787251,-1.391456000870965,1,3651
-1.272654840421825,-1.1260008281044456,1,3713
-1.609512165066741,-2.1237210171613086,1,3821
-1.6639814383193487,-1.6805726825851728,1,3123
-0.9216219668573009,-1.409746758130326,1,3644
-1.3270592438118767,-1.4024437561575498,1,3898
-1.2356699030652165,-1.3978356855932672,1,3902
-1.5442717387206295,-1.5393428536613356,1,3929
-1.565282366426295,-1.8970006488924958,1,3961
-1.0723795274376424,-0.9172796281517449,1,4021
-1.4701500770087517,-1.6557754097568294,1,4080
-1.120672596194469,-1.2373565660142591,1,4145
-1.5588780574464933,-1.5014506126789777,1,4152
-0.8266893748597831,-0.9505874283809708,1,4280
-1.5211104418789139,-1.5800398641226379,1,4330
-1.414477319410618,-1.0670332594909007,1,4392
-2.318792034492468,-2.1130126342556292,1,4520
-1.6210901635749126,-1.4137184018162894,1,4628
-2.486742864559366,-2.7446451331662014,1,4642
-1.0620031053378622,-0.9955816432577773,1,4735
-1.0233198919389765,-0.6439676221131848,1,4746
-1.5486158995817385,-1.5063963518623795,1,4983
-0.7297803719844539,-0.5211196656073978,0,5031
-2.430575103271466,-2.1236771513299377,1,5093
-0.9032924148109389,-0.42343402994568535,0,5251
-1.2876762414708418,-1.1936150547343267,1,5294
-1.0471710140511417,-0.9395843018970378,1,5304
-1.4206304166677763,-1.5110071149774107,1,5318
-2.268143511347208,-2.1950592242886215,1,5326
-1.2285070830781415,-1.2271757886467347,1,5409
-1.741043867133769,-1.591786956479953,1,5441
-1.0640795769187017,-0.5438515805363388,1,5452
-1.799538675746107,-1.9120219402080532,1,5511
-1.922721880893785,-1.4895382253230067,1,5513
-2.1620480031646716,-1.8473974148234251,1,5566
-1.444193228279692,-1.4882516062195466,1,5688
-1.4804022712018066,-1.597244709431434,1,5915
-1.7914566540464725,-1.4737036909673182,1,5961
-1.7440083774539792,-1.558976183153667,1,6003
-1.6217653613273348,-1.2376918226502334,1,6169
-1.599648342076963,-1.6196002078179976,1,6171
-1.928075552491796,-1.9501549658648276,1,6181
-0.726483668609912,-0.6115978818737542,0,6207
-1.6006773561712349,-1.4831817784758694,1,6276
-1.5876200704051664,-1.350277342025156,1,6647
-1.2392237539668185,-1.5851773113700494,1,6705
-1.9886258453764991,-1.8423372090463115,1,6754
-1.1236928606775947,-1.15118310386319,1,6766
-1.4531579888933255,-0.8355237997020103,1,6811
-0.8600144648073453,-0.7875137756190788,1,6832
-1.4563450918791692,-1.311978529621431,1,7089
-1.8111179462123683,-1.7772741123107776,1,7094
-0.9857653293513605,-1.524135540533979,1,7176
-2.1088430562528626,-1.9414374903113931,1,7501
0.6515709888726989,-0.05632219488973138,0,7564
-1.5403488079801058,-1.3525384618598313,1,7684
-1.7132187239644914,-1.7454952897035425,1,7788
-1.9769950606076203,-1.8206877563794468,1,7858
-0.2992766169633524,-1.0413118018672098,0,7893
-1.8191891562682434,-1.461286993063401,1,7935
-1.6999647086806058,-1.6404318206853665,1,3876
-0.6584767334194971,-0.5533463948785378,0,3921
-1.5866983247764284,-1.4424130349063184,1,3955
-1.0119365030184728,-0.9057251917343717,1,4132
-2.1727973209776414,-1.990673296843149,1,4140
-1.602899678946318,-1.4319945357180732,1,4221
-1.8799240950689153,-1.9256913508225986,1,4294
-0.715820631954002,-0.8662657615601266,1,4425
-1.6457190880587063,-1.3673372665673866,1,4443
-0.7811064248052996,-0.035109210694440784,0,4508
-0.814711345532515,-1.3441267274831925,1,4600
-1.5908175610487398,-1.3553556888203182,1,4670
-1.2442615559726447,-1.4168641707301384,1,4677
-0.9518299115139325,-1.002295797843671,1,4849
-1.410780585216981,-1.6052352919189368,1,4948
-1.3778962287473735,-1.2432090769792605,1,5021
-1.6134980577326872,-1.5552482017443954,1,5026
-1.2078008773418571,-1.4878050501990232,1,5083
-1.7332539718086517,-1.611731902474196,1,5210
-1.7520304051304,-1.3054289092831892,1,5394
-1.023030521473653,-1.7132766573601235,1,5397
-1.9274955396030593,-1.700231596776052,1,5439
-1.0235414246395358,-0.7427337525200558,1,5462
-1.207130979414807,-1.1247067681341778,1,5578
-1.8109570435140674,-1.857200061887127,1,5658
-1.399931418693998,-1.524769123135338,1,5681
-0.0009890894543573899,-0.12145969560908927,0,5759
-2.341295305015968,-2.3336125530525873,1,5927
-1.6544148295364451,-0.9926159123410814,1,5937
-1.382782243754539,-1.3194908847003295,1,5974
-1.6222805043535156,-1.5493235929416878,1,5988
-2.0592932929037735,-1.946325764291567,1,6238
-1.5413574707449482,-1.636720459786701,1,6274
-2.0718990335481275,-2.087987740093693,1,6513
-1.708678681557625,-1.6146961889123983,1,6919
-1.2895267284978091,-0.800122097269353,1,6953
-1.3924463693242912,-1.6502451707404564,1,6960
-1.4094002986970373,-0.9938319789426657,1,7020
-0.9243696083232792,-0.7982846724583892,1,7110
-1.5374760906353426,-2.0457111170314257,1,7149
-1.5185480823079482,-0.9770341677827769,1,7243
-2.0962947657155433,-2.0201334865684597,1,7250
-1.2428123717228623,-0.6567264804943336,1,7257
-1.5849093157237788,-1.6288080064486994,1,7371
-1.5713661419675842,-0.9907336157940428,1,7414
-1.1952407151957036,-1.3517967118739738,1,7566
-1.9833122404583023,-1.7524264705009143,1,7599
-0.9386922803952212,-0.40777449280298783,0,7681
-1.9403524919700574,-2.0374713151366546,1,7711
-1.4810212908052829,-1.8104381473686777,1,7825
-1.980623957036493,-1.6752935611398785,1,7859
-1.2398012229393767,-0.5051229951083503,1,3857
-1.9937609521761597,-2.238583916629073,1,3890
-1.4729538966236757,-1.3523574300000643,1,3963
-1.7726897604103942,-1.274517929692772,1,4037
-1.3315725750988672,-1.131423869673984,1,4184
-1.1045513753842073,-0.8900917656866548,1,4312
-1.2930004460397833,-1.400081042036412,1,4422
-1.9474279708349982,-1.9669944553950287,1,4554
-0.28170239602904074,-0.6083977990552311,0,4582
-1.1953581593259521,-0.9138606401001472,1,4639
-0.8662277680807318,-1.0483288664454475,1,4791
-1.6754038339545916,-1.6313195207308755,1,4842
-1.2123599991200633,-0.7602923416036563,1,4900
-0.9723005930106754,-0.5355590039020047,1,5047
-1.34883898217556,-0.940529512940982,1,5056
-1.9172918918104138,-1.8816097361863948,1,5143
-1.003005661287222,-1.0819712909708727,1,5146
-1.802878201709656,-1.5262662166398757,1,5202
-1.802132410283276,-1.8128781558666236,1,5358
-0.6622516930356288,-0.40368106142627674,0,5369
-1.4803346454300568,-1.5794522852632473,1,5392
-1.1266912898801875,-1.4918954263169966,1,5464
-1.4182045805983996,-0.9553416477638981,1,5558
-2.187462785754659,-2.467442597483137,1,5781
-1.6696762066783162,-1.8638298682180365,1,5818
-0.570286791253544,-0.24599941621038096,0,5838
-0.5918837916383929,-1.10399578318318,1,5932
-1.9397262646040747,-1.4700319970504114,1,6258
-1.7310195654317198,-1.646582874703579,1,6481
-1.5947640230139166,-1.9022034858836345,1,6664
-1.8254387103471763,-1.5503635963890576,1,6679
-1.3612350617281892,-1.1925337648952559,1,6757
-1.6139440910360139,-1.285694885605877,1,6760
-1.3315725750988672,-1.5663866198223808,1,6966
-2.5020913708303567,-2.738863951237305,1,7014
-1.8713125148180874,-1.7329724556156338,1,7056
-2.235291165822849,-1.7443272585907101,1,7063
-2.329129025891479,-2.4740583736794184,1,7148
-1.3138660705232643,-1.0557595110753673,1,7180
-1.6188373138056857,-1.8973202847293107,1,7261
-1.7828904403008312,-1.5636156562488313,1,7389
-2.2104722955977145,-2.282170658319254,1,7479
-1.5224839446223806,-1.248734869128657,1,7576
-1.7401880513326617,-1.878457240792321,1,7640
-1.6590807957941556,-1.7547484637509576,1,7754
-1.305749069976173,-1.0366229586225408,1,7830
-1.8149717672300385,-1.8749949595212647,1,7834
-0.399472359541524,0.4932990925845426,0,3899
-1.7706391519773714,-1.3019369601227073,1,4038
-1.4657777210766625,-1.306750922334448,1,4193
-0.32240060303444806,-0.45886903903308307,0,4230
-1.3016425532847549,-1.5466285610678046,1,4264
-1.6686181495410042,-1.8862072313861349,1,4335
-1.90511501303518,-1.994429535544253,1,4388
-0.1545689130419179,-0.7925859189699904,0,4435
-2.0427586857144777,-1.9621360216420183,1,4481
-1.9149911316198218,-1.4367438175650542,1,4533
0.4401461152634355,0.419244913709635,0,4611
-1.2896607080832194,-1.7785545629875346,1,4618
-1.0313364077970104,-1.2724910251672852,1,4620
-1.3176745250357482,-0.7711127149233522,1,4657
-1.6478180308991242,-2.107027295970874,1,4773
-1.9842411938495466,-1.7669614688256385,1,4774
-1.803040800352076,-1.9555416685713058,1,4836
-2.1810277377876983,-2.1189611681493212,1,4851
-1.9577178997847033,-1.6062747954924554,1,4878
-0.6235434644609862,-0.4212853209227528,0,4946
-1.9455071021270876,-1.7187784085922422,1,4951
-1.1757814523729972,-1.0772174246746102,1,4957
-1.6343136518646542,-1.8412401447931732,1,5062
-1.077568056477055,-0.7205217754866792,1,5134
0.011443664889847688,0.13160544507830194,0,5277
-1.898894925985317,-1.6476597873937813,1,5295
-1.273238457191815,-1.5116298556474692,1,5352
-0.7734496610935322,-0.7625565637424985,1,5375
-0.8289719036510951,-1.1458683823592435,1,5776
-1.2844492837981991,-1.3684032843178715,1,5938
-1.618065871224504,-1.700318366407687,1,6043
-1.2095612673374965,-1.5489404199953831,1,6106
-0.5778886487744551,-0.7744543905524005,0,6270
-0.6859370366101504,-0.03596930400814109,0,6520
-1.212360635099108,-1.2091163844360822,1,6624
-2.134069801038644,-1.8362407608060953,1,6638
-1.9530190746096852,-1.839025519894646,1,6655
-1.358873671535339,-1.2429856265861865,1,6665
-1.4158959766662564,-1.346047958990229,1,6670
-1.3915738060750074,-1.3144114474755686,1,6700
-0.6353777625241585,-0.5345381796018208,0,6711
-1.2771929748915574,-0.6248774001481767,1,6837
-1.9709859066075717,-1.861657218950948,1,6861
-1.733456637130886,-1.4517891044540017,1,6933
0.32454865616753664,-0.014004762272913777,0,7016
-1.3635915760816972,-1.3394259443880019,1,7054
-0.3101558864944502,-0.7273296825326352,0,7116
-0.982432375171273,-0.7935523130331056,1,7290
-1.2639607948882057,-0.7065573449181529,1,7306
-2.2221446309975117,-2.0081680478865267,1,7442
-1.779604124584019,-1.5426510932793318,1,7465
-1.307162851392469,-1.4978263632374773,1,7522
-1.3689804385201798,-0.7454645880838879,1,7574
-1.0394654919459503,-1.005281980637209,1,7692
-1.70533152384554,-1.5403217999092693,1,7714
-1.928726159054491,-1.6486224186740814,1,7731
-1.3491222048434521,-1.06372483754835,1,7855
-1.2778758043925158,-1.2454693141947712,1,5829
-1.9780749530254655,-1.7468499684121412,1,7654
-1.8862357631012105,-1.4590962723611498,1,7269
-1.190067449653363,-1.2820571385807322,1,4852
-1.4588777724280497,-1.4241496322788727,1,6578
-1.4863488872624626,-1.3383643801083147,1,6793
-1.2106574832174886,-1.319395872870623,1,7896
-0.7020928122818393,-0.9915644668309016,1,7027
-1.4868867135412365,-1.372136272428552,1,5428
-1.8332820279120454,-2.333428831614502,1,5933
-1.7520304051304,-1.7141093319668614,1,6628
-1.6406333756315152,-2.01509993810598,1,7738
-1.4398857422101594,-1.8102477014140235,1,4182
-2.0502072722856233,-2.0384349858904707,1,6693
-1.5132885356085484,-1.5766907345475016,1,8047
-1.8194704709990013,-1.6218817067493188,1,8091
-1.2262784005126117,-0.6543285966153068,1,8349
-1.6761612849967908,-1.756429672433504,1,8481
-1.2426116143377623,-1.3417640602458054,1,8502
-1.0931677744706887,-1.3610241531299796,1,8527
-1.4970148918205815,-1.024525740977855,1,8648
-1.9721031097960375,-1.7363822700011196,1,8751
-1.8070815992088785,-1.3579479319940435,1,8864
-1.630932363277172,-1.5675841549093568,1,8885
0.16937973294036623,0.7089974720817065,0,8893
-1.7038889113792193,-1.703731991384244,1,8955
-0.2351078153075063,0.009980749901951358,0,9165
-1.3637596865425041,-1.3387546348556079,1,9193
-1.9191046440807311,-1.7410703785543773,1,9327
-2.518815075788933,-2.0570272693233984,1,9336
-2.131878853229764,-1.9910660989511892,1,9381
-1.5380151888722058,-1.6207734414726038,1,9503
-0.7231820893960279,-0.9485552709573067,1,9569
-1.1822737384539779,-1.0374117402736875,1,9622
-1.1450833798659417,-0.9030194213136054,1,9647
-1.4736717049720907,-0.9613402832938478,1,9650
-0.8826576507206718,-0.7029616023364899,1,9651
-2.105426364831894,-1.9950891602995198,1,9697
-0.77991926392192,-0.6021006553637048,0,9789
-1.2132109390818282,-0.8206532020402703,1,9799
-1.0068399789475226,-1.3063104897455728,1,9801
-0.9290111953842777,-1.1165397146306761,1,9862
-0.8515398320441357,-1.0049101370693683,1,10076
-1.202540906656427,-0.830940741434545,1,10277
-1.0582749961780213,-0.8343822900480344,1,10296
-0.6089918399329638,-0.76445694576523,0,10416
-1.6547699178363846,-1.4505286985335735,1,10517
-0.2062983885700981,0.2321544386611997,0,10532
-1.8358452354550703,-1.8531876196020292,1,10549
-1.182464532167378,-1.164076730435945,1,10731
-0.9299312450688965,-1.0995555700418131,1,10811
-0.9377410677374133,-1.0713223658964195,1,10962
-0.9168014576917359,-0.653116281386463,1,11051
-2.2565027629066288,-2.157368396282185,1,11325
-1.955712445863852,-1.6108523014135507,1,11418
-1.1346575633936926,-0.36464179257434004,1,11461
-1.3000827086812003,-0.755533613599523,1,11499
-1.5062471876190047,-1.4835760137973493,1,11517
-1.6870539100878257,-1.5547422823627128,1,11567
-1.2213686422877785,-1.5231288537609906,1,11644
-1.7194638261901112,-1.445073633078191,1,11891
-1.510424933963425,-1.44988910230361,1,11922
-1.4161796233201784,-1.4205477664723136,1,11969
-1.569534098332912,-1.54112936479727,1,11980
-1.2132109390818282,-1.0860151780240686,1,11989
-1.731019353438705,-1.5314396219461526,1,8196
-1.9692070732196367,-2.105190640681224,1,8219
-2.047419564139831,-1.8257643713169585,1,8258
-1.8972708474982511,-1.702913094111054,1,8283
-1.2045090498066577,-0.9252653924821063,1,8440
-1.298566958624743,-1.1649984155029152,1,8470
-2.1257615827921224,-1.8675009781859562,1,8500
-1.5155483811472668,-1.475349913179741,1,8626
-0.7757974837334302,-0.7663873389854573,1,8680
-2.0234770730382485,-2.4906377845097465,1,8800
-1.5131257249731134,-1.887727384610132,1,8802
-2.3832826415449166,-2.02403296284216,1,8816
-1.3116225484466921,-1.1522483234483654,1,9107
-2.1498189741077747,-2.387110494354597,1,9131
-1.5462727407881685,-1.4185607201346648,1,9146
-1.2038717988039012,-0.6324443879783914,1,9172
-1.3006669614302349,-1.0327316033783784,1,9307
-1.4711570438294752,-0.5088505998871754,1,9380
-1.381852018405205,-1.6404806464020065,1,9443
-1.550735617737615,-2.2205012398774806,1,9654
-1.6420734441816573,-1.5633709651071654,1,9703
-1.2981665038196173,-1.2456592276146097,1,9750
-1.2148051265537951,-1.5868862216553283,1,9886
-1.726538457082993,-1.6805595113240743,1,10018
-1.7843241490605264,-2.2209905177881977,1,10056
-0.6320956866676447,-0.5207001776274467,0,10180
-2.165284500522984,-1.7813917155460157,1,10223
-1.5201759766692824,-1.8881885428309193,1,10265
-2.024402634541255,-1.829604431492996,1,10268
-0.4794410005970603,-0.10549834845491139,0,10317
-1.1491474979543819,-1.4148990379469604,1,10327
-2.244668464843456,-2.083310164855407,1,10350
-0.44273758996422397,-0.8233238473572091,0,10366
-0.32740618210201106,-0.3630896403864648,0,10436
-0.8705102389745079,-0.8301656932345313,1,10462
-2.077692802645049,-2.3166594290106497,1,10561
-1.7981781045765484,-1.6186834241097523,1,10585
-1.0498915204112145,-1.4837116725964954,1,10644
-1.3977888052925131,-0.895922640403787,1,10668
-1.5010317354667013,-1.4371397886024155,1,10836
-1.7038889113792193,-1.2335850742060852,1,10858
-1.929923071616555,-1.7718947077376355,1,10915
-2.07582535617689,-1.8328476159618579,1,10918
-0.5636999562879234,-1.1245271599640219,1,10943
-2.156304900398309,-1.4682910701582386,1,11186
-0.8471958831760419,-0.9423396043704311,1,11187
-1.7851742410502318,-1.5400142935421584,1,11217
-1.78694756261978,-1.6566940417555567,1,11245
-1.8353998381307883,-1.9575413240451796,1,11255
-1.7531872510126503,-2.191600334189309,1,11257
-1.0999695703534078,-1.119674530361446,1,11340
-2.135783552571008,-2.211661172542236,1,11346
-0.9662079137627605,-1.2224821998815694,1,11355
-0.9714591927345799,-1.3291402119474918,1,11469
-0.04450192771844788,-0.31914224707158084,0,11574
-1.4758681645993572,-1.2499686011330347,1,11607
-1.567409504337693,-1.6644241687005992,1,11681
-2.499625044095136,-2.154944159158755,1,11771
-1.7706391519773714,-1.9562875103449142,1,11987
-1.4120281641096037,-1.5339848506561737,1,12022
-1.935399275177172,-1.5699778930995567,1,8028
-1.9334018769908863,-1.9079371414686515,1,8090
-1.9294598668790224,-2.010958436921125,1,8408
-1.575886469024066,-1.2173078285438732,1,8424
-2.077692378659019,-1.6979271370733358,1,8449
-1.3119447778293238,-1.2278254715712023,1,8501
-2.1734466555822474,-1.9598217164099436,1,8835
-2.199709198238777,-2.044462124353926,1,8969
-1.3517685136483135,-0.868658635419911,1,8980
-1.5326727529039836,-1.7971419788221143,1,9014
-0.8983279623882641,-1.1010341763938019,1,9074
-1.713952007802993,-1.5578849717665775,1,9237
-1.1814590492977588,-1.0256343014158396,1,9320
-1.0770452817023382,-0.7454910820153094,1,9339
-1.839272102540754,-2.0663283774598713,1,9363
-1.739466215116964,-1.2263406763774478,1,9497
-1.3132714301165,-1.4201385025673192,1,9545
1.7958261819825847,1.9878325865634137,2,9554
-1.4083814602674805,-1.0789158335680413,1,9628
0.8439972604806103,1.1393337194373305,2,9682
1.6348617937143741,1.2700864258826503,2,9745
2.032683009616042,1.3789785637962109,2,9940
-1.707228649335783,-1.4718599395534577,1,9985
-2.107136088496975,-2.0188562190761457,1,10042
-0.5866852989272813,-0.08430932713334091,0,10068
-1.2414409889095441,-1.5796124198035062,1,10209
0.7787121036083574,1.6733600914390754,2,10239
-2.047419776132846,-1.6827104751940882,1,10251
0.5205285666840354,-0.2761391694574002,0,10279
-1.2965746482708145,-1.1629125815170687,1,10305
-1.3498175419322886,-1.5501430002857264,1,10494
-0.49903042713090795,-0.16848789762958077,0,10533
-1.046281279367652,-1.3508350690214488,1,10536
0.6525921592254199,0.8856167956657638,2,10541
-0.310232839958855,0.015307701897557,0,10630
1.2268515575380883,1.100604854700869,2,10655
0.18736394836547396,0.6338713442258006,0,10666
-1.0275631441249982,-1.3209814120766337,1,10677
